awardgoverningsocietyid,awardgoverningsocietyname,awardid,awardname,awardreceivedid,awardreceivedname,awardreceivedawardyear,AAUID,clientfacultyid,orcid,personname,institutionname,prestige,asofdate
69,"American Historical Association",615,"Nancy Lyman Roelker Mentorship Award",52589,"Bruce J. Schulman","2006",83819,"U91899987","","SCHULMAN, BRUCE J","Boston University","Not Designated",12/6/2024 3:24:46 AM
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",1786,"Fulbright Scholar",20813,"Bruce J. Schulman","1999",83819,"U91899987","","SCHULMAN, BRUCE J","Boston University","Prestigious",12/6/2024 3:24:46 AM
2554,"Stanford University",3504,"Center for Advanced Studies in the Behavioral Sciences/CASBS Residency Fellow",337975,"Bruce J. Schulman","2013",83819,"U91899987","","SCHULMAN, BRUCE J","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
234,"National Endowment for the Humanities (NEH)",3768,"NEH Fellowships for University Teachers",332892,"Bruce J. Schulman","1992",83819,"U91899987","","SCHULMAN, BRUCE J","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
410,"Whiting Foundation",12170,"Dissertation Fellowship",1010630,"Bruce J. Schulman","1985",83819,"U91899987","","SCHULMAN, BRUCE J","Boston University","Not Designated",12/6/2024 3:24:46 AM
1130,"Harvard University",18790,"Charles Warren Center for Studies in American History/Fellows",1357678,"Bruce Schulman?","1996",83819,"U91899987","","SCHULMAN, BRUCE J","Boston University","Not Designated",12/6/2024 3:24:46 AM
328,"Andrew W. Mellon Foundation",15138,"Sawyer Seminar",1458022,"Bruce J. Schulman","2013",83819,"U91899987","","SCHULMAN, BRUCE J","Boston University","Not Designated",12/6/2024 3:24:46 AM
493,"Rothermere American Institute",3608,"Harmsworth Professorship",1663424,"Bruce Schulman","2023",83819,"U91899987","","SCHULMAN, BRUCE J","Boston University","Not Designated",12/6/2024 3:24:46 AM
234,"National Endowment for the Humanities (NEH)",2147,"Summer Stipends Awards",334495,"Sally Stowell Sedgwick","1992",84186,"U81003486","","SEDGWICK, SALLY","Boston University","Not Designated",12/6/2024 3:24:46 AM
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",1786,"Fulbright Scholar",509126,"Sedgwick, Sally","2014",84186,"U81003486","","SEDGWICK, SALLY","Boston University","Prestigious",12/6/2024 3:24:46 AM
303,"Alexander Von Humboldt Foundation",3923,"Humboldt Research Fellowship",1494315,"Sally Stowell Sedgwick","1988",84186,"U81003486","","SEDGWICK, SALLY","Boston University","Prestigious",12/6/2024 3:24:46 AM
250,"Optical Society of America, The (OSA)",2252,"OSA Fellow",50741,"Alexander Sergienko","2005",84369,"U55764120","0000-0003-0542-1405","SERGIENKO, ALEXANDER V","Boston University","Prestigious",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",603779,"SERGIENKO, ALEXANDER","1999",84369,"U55764120","0000-0003-0542-1405","SERGIENKO, ALEXANDER V","Boston University","Prestigious",12/6/2024 3:24:46 AM
92,"American Physical Society",8562,"Outstanding Referee",821845,"A. V. Sergienko","2009",84369,"U55764120","0000-0003-0542-1405","SERGIENKO, ALEXANDER V","Boston University","Not Designated",12/6/2024 3:24:46 AM
237,"National Humanities Center",2157,"NHC Fellow",188963,"Parker MacDonald Shipton","2008",85094,"U13541790","","SHIPTON, PARKER","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
302,"African Studies Association",2561,"ASA Best Book Prize",210901,"Parker Shipton","2008",85094,"U13541790","","SHIPTON, PARKER","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
2554,"Stanford University",3504,"Center for Advanced Studies in the Behavioral Sciences/CASBS Residency Fellow",432155,"Parker Shipton","2014",85094,"U13541790","","SHIPTON, PARKER","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
12,"American Anthropological Association",5565,"Association for Africanist Anthropology-Distinguished Lecture",446523,"Parker Shipton","2001",85094,"U13541790","","SHIPTON, PARKER","Boston University","Not Designated",12/6/2024 3:24:46 AM
1566,"University of Virginia",17601,"Carter G. Woodson Institute/Residential Fellowship",1337044,"Parker Shipton","1989",85094,"U13541790","","SHIPTON, PARKER","Boston University","Not Designated",12/6/2024 3:24:46 AM
185,"Folger Shakespeare Library",1785,"Short-term Fellows",713908,"James Siemon","2017",85375,"U40775656","","SIEMON, JAMES","Boston University","Not Designated",12/6/2024 3:24:46 AM
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",1786,"Fulbright Scholar",21229,"Nina S. Silber","1999",85411,"U37963066","","SILBER, NINA S","Boston University","Prestigious",12/6/2024 3:24:46 AM
234,"National Endowment for the Humanities (NEH)",2147,"Summer Stipends Awards",305468,"Nina Silber","2011",85411,"U37963066","","SILBER, NINA S","Boston University","Not Designated",12/6/2024 3:24:46 AM
1460,"United States Department of State, Bureau of Educational and Cultural Affairs",1786,"Fulbright Scholar",546328,"Nina Silber","2015",85411,"U37963066","","SILBER, NINA S","Boston University","Prestigious",12/6/2024 3:24:46 AM
1130,"Harvard University",18790,"Charles Warren Center for Studies in American History/Fellows",1357682,"Nina Silber?","1996",85411,"U37963066","","SILBER, NINA S","Boston University","Not Designated",12/6/2024 3:24:46 AM
1130,"Harvard University",18790,"Charles Warren Center for Studies in American History/Fellows",1357952,"Nina Silber?","2016",85411,"U37963066","","SILBER, NINA S","Boston University","Not Designated",12/6/2024 3:24:46 AM
1520,"Western Association of Women Historians",18781,"Founders? Dissertation Fellowship",1357491,"Nina Silber","1987",85411,"U37963066","","SILBER, NINA S","Boston University","Not Designated",12/6/2024 3:24:46 AM
2154,"Gilder Lehrman Institute of American History",12423,"Scholarly Fellowships",1181968,"Silber, Nina","2010",85411,"U37963066","","SILBER, NINA S","Boston University","Not Designated",12/6/2024 3:24:46 AM
1101,"Academy of Management",9293,"Academy of Management Review/Best Reviewer Awards",867608,"Kristin Smith-Crowe","2014",86137,"U99512509","","SMITH-CROWE, KRISTIN","Boston University","Not Designated",12/6/2024 3:24:46 AM
1101,"Academy of Management",9293,"Academy of Management Review/Best Reviewer Awards",867633,"Kristin Smith-Crowe","2016",86137,"U99512509","","SMITH-CROWE, KRISTIN","Boston University","Not Designated",12/6/2024 3:24:46 AM
1623,"American Society for Clinical Investigation, The",8501,"Member",801874,"Spira, Avrum","2011",86640,"U05242205","0000-0003-1467-0489","SPIRA, AVRUM","Boston University","Not Designated",12/6/2024 3:24:46 AM
1755,"Association of American Physicians",9445,"Elected Member",885712,"Avrum Spira","1900",86640,"U05242205","0000-0003-1467-0489","SPIRA, AVRUM","Boston University","Not Designated",12/6/2024 3:24:46 AM
2002,"American Cancer Society",14695,"Institutional Research Grants (IRG)",1103148,"Spira, Avrum","2018",86640,"U05242205","0000-0003-1467-0489","SPIRA, AVRUM","Boston University","Not Designated",12/6/2024 3:24:46 AM
1973,"LUNGevity Foundation",11425,"SU2C-LUNGevity-ALA Lung Cancer Interception Award",1132112,"Avrum Spira","2017",86640,"U05242205","0000-0003-1467-0489","SPIRA, AVRUM","Boston University","Not Designated",12/6/2024 3:24:46 AM
1469,"American Thoracic Society",23300,"Research Innovation and Translation Achievement Award",1638615,"Avrum Spira","2017",86640,"U05242205","0000-0003-1467-0489","SPIRA, AVRUM","Boston University","Not Designated",12/6/2024 3:24:46 AM
29,"American Association of Physics Teachers",278,"Richtmyer Memorial Award",8214,"H. Eugene Stanley","1997",86837,"U47754058","0000-0003-2800-4495","STANLEY, H EUGENE","Boston University","Not Designated",12/6/2024 3:24:46 AM
222,"National Academy of Sciences",2023,"Member of the National Academy of Sciences (NAS Member)",43649,"H. Eugene Stanley","2004",86837,"U47754058","0000-0003-2800-4495","STANLEY, H EUGENE","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
92,"American Physical Society",854,"Julius Edgar Lilienfeld Prize",190417,"H. Eugene Stanley","2008",86837,"U47754058","0000-0003-2800-4495","STANLEY, H EUGENE","Boston University","Prestigious",12/6/2024 3:24:46 AM
357,"Materials Research Society",2840,"David Turnbull Lectureship",217538,"H. Eugene Stanley","1998",86837,"U47754058","0000-0003-2800-4495","STANLEY, H EUGENE","Boston University","Prestigious",12/6/2024 3:24:46 AM
353,"International Union of Pure and Applied Physics",2834,"C3 Commission on Statistical Physics/The Boltzmann Award",200307,"H. E. Stanley","2004",86837,"U47754058","0000-0003-2800-4495","STANLEY, H EUGENE","Boston University","Prestigious",12/6/2024 3:24:46 AM
170,"Council for Advancement and Support of Education",1712,"Carnegie Professor of the Year State Winners",250983,"H. Eugene Stanley","1992",86837,"U47754058","0000-0003-2800-4495","STANLEY, H EUGENE","Boston University","Not Designated",12/6/2024 3:24:46 AM
92,"American Physical Society",4447,"Dwight Nicholson Medal for Outreach",359741,"H. Eugene Stanley","2003",86837,"U47754058","0000-0003-2800-4495","STANLEY, H EUGENE","Boston University","Not Designated",12/6/2024 3:24:46 AM
191,"John Simon Guggenheim Memorial Foundation",1809,"Guggenheim Fellowship",619997,"H. Eugene Stanley","1979",86837,"U47754058","0000-0003-2800-4495","STANLEY, H EUGENE","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
409,"W. M. Keck Foundation",9228,"National Academies Keck Futures Initiative (NAKFI) Grant",862249,"H. EUGENE STANLEY","2009",86837,"U47754058","0000-0003-2800-4495","STANLEY, H EUGENE","Boston University","Not Designated",12/6/2024 3:24:46 AM
92,"American Physical Society",3020,"APS Fellow",764168,"Stanley, H Eugene","1974",86837,"U47754058","0000-0003-2800-4495","STANLEY, H EUGENE","Boston University","Not Designated",12/6/2024 3:24:46 AM
92,"American Physical Society",8562,"Outstanding Referee",822142,"H. Eugene Stanley","2010",86837,"U47754058","0000-0003-2800-4495","STANLEY, H EUGENE","Boston University","Not Designated",12/6/2024 3:24:46 AM
286,"American Association for the Advancement of Science, The (AAAS)",3444,"AAAS Fellow",758009,"Stanley, H. Eugene","1994",86837,"U47754058","0000-0003-2800-4495","STANLEY, H EUGENE","Boston University","Prestigious",12/6/2024 3:24:46 AM
191,"John Simon Guggenheim Memorial Foundation",1809,"Guggenheim Fellowship",32393,"Lawrence R. Sulak","2002",88227,"U77106937","","SULAK, LAWRENCE R","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
37,"American Astronomical Society",322,"Bruno Rossi Prize",247287,"Lawrence R. Sulak","1989",88227,"U77106937","","SULAK, LAWRENCE R","Boston University","Not Designated",12/6/2024 3:24:46 AM
92,"American Physical Society",3020,"APS Fellow",765165,"Sulak, Lawrence Richard","1984",88227,"U77106937","","SULAK, LAWRENCE R","Boston University","Not Designated",12/6/2024 3:24:46 AM
92,"American Physical Society",865,"WKH Panofsky Prize in Experimental Particle Physics",825058,"Lawrence R. Sulak","2018",88227,"U77106937","","SULAK, LAWRENCE R","Boston University","Prestigious",12/6/2024 3:24:46 AM
958,"Breakthrough Prizes",4451,"Breakthrough Prize in Fundamental Physics",989482,"Lawrence R. Sulak","2016",88227,"U77106937","","SULAK, LAWRENCE R","Boston University","Not Designated",12/6/2024 3:24:46 AM
1066,"Association for Behavioral and Cognitive Therapies",5057,"Outstanding Service to ABCT",426626,"Michael W. Otto","2010",88694,"U07250312","0000-0002-8915-7578","OTTO, MICHAEL","Boston University","Not Designated",12/6/2024 3:24:46 AM
159,"Association for Psychological Science",1644,"Fellow",598834,"Michael W. Otto","2017",88694,"U07250312","0000-0002-8915-7578","OTTO, MICHAEL","Boston University","Prestigious",12/6/2024 3:24:46 AM
98,"American Psychological Association",5446,"APA Fellow",727986,"Otto, Michael W","2013",88694,"U07250312","0000-0002-8915-7578","OTTO, MICHAEL","Boston University","Prestigious",12/6/2024 3:24:46 AM
98,"American Psychological Association",5111,"Division 12-Society for a Science of Clinical Psychology/Distinguished Scientific Contributions to Clinical Psychology",932014,"Michael W. Otto","2019",88694,"U07250312","0000-0002-8915-7578","OTTO, MICHAEL","Boston University","Not Designated",12/6/2024 3:24:46 AM
1066,"Association for Behavioral and Cognitive Therapies",19141,"ABCT Fellow",1415879,"Michael Otto","1900",88694,"U07250312","0000-0002-8915-7578","OTTO, MICHAEL","Boston University","Not Designated",12/6/2024 3:24:46 AM
98,"American Psychological Association",9405,"Elizabeth Hurlock Beckman Award",1154772,"Michael W. Otto","2019",88694,"U07250312","0000-0002-8915-7578","OTTO, MICHAEL","Boston University","Not Designated",12/6/2024 3:24:46 AM
98,"American Psychological Association",5105,"Division 12-Society for a Science of Clinical Psychology/Toy Caldwell-Colbert Award for Distinguished Educator in Clinical Psychology",1640329,"Michael Otto","2023",88694,"U07250312","0000-0002-8915-7578","OTTO, MICHAEL","Boston University","Not Designated",12/6/2024 3:24:46 AM
1537,"Brain and Behavior Research Foundation",23719,"BBRF Independent Investigator Grant",1669714,"Michael W. Otto","2001",88694,"U07250312","0000-0002-8915-7578","OTTO, MICHAEL","Boston University","Not Designated",12/6/2024 3:24:46 AM
191,"John Simon Guggenheim Memorial Foundation",1809,"Guggenheim Fellowship",287305,"Leonid A. Levin","1993",89446,"U80184621","","LEVIN, LEONID A","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
6,"American Academy of Arts and Sciences",101,"American Academy of Arts and Sciences Member/Fellow",369316,"Leonid A. Levin","2014",89446,"U80184621","","LEVIN, LEONID A","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
204,"International Mathematical Union",7136,"International Congresses of Mathematicians Plenary and Invited Speakers",634058,"Leonid Levin","1994",89446,"U80184621","","LEVIN, LEONID A","Boston University","Not Designated",12/6/2024 3:24:46 AM
222,"National Academy of Sciences",2023,"Member of the National Academy of Sciences (NAS Member)",913068,"Levin, Leonid A.","2019",89446,"U80184621","","LEVIN, LEONID A","Boston University","Highly Prestigious",12/6/2024 3:24:46 AM
303,"Alexander Von Humboldt Foundation",4230,"Humboldt Research Award",1314019,"Leonid Levin","2010",89446,"U80184621","","LEVIN, LEONID A","Boston University","Not Designated",12/6/2024 3:24:46 AM
189,"Gerontological Society of America, The",5807,"Fellow",749321,"Thompson, LaDora","1900",89851,"U52524246","0000-0002-6481-9029","THOMPSON, LADORA","Boston University","Not Designated",12/6/2024 3:24:46 AM
93,"American Physical Therapy Association",867,"Catherine Worthingham Fellows of APTA",1513449,"LaDora V. Thompson","2022",89851,"U52524246","0000-0002-6481-9029","THOMPSON, LADORA","Boston University","Not Designated",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",516443,"Trachtenberg, Ari","2002",90226,"U04883142","","TRACHTENBERG, ARI","Boston University","Prestigious",12/6/2024 3:24:46 AM
92,"American Physical Society",3020,"APS Fellow",307438,"Tsui, Ophelia","2011",90441,"U08626305","0000-0003-4210-3692","TSUI, OPHELIA K C","Boston University","Not Designated",12/6/2024 3:24:46 AM
41,"American Chemical Society",388,"Arthur C Cope Scholar Award",29524,"James S. Panek","2002",90752,"U91719526","0000-0002-5733-2511","PANEK, JAMES S","Boston University","Prestigious",12/6/2024 3:24:46 AM
350,"Institute for Electrical and Electronics Engineers (IEEE)",3526,"IEEE Fellow",357330,"Ioannis Paschalidis","2014",91072,"U44553360","0000-0002-3343-2913","PASCHALIDIS, IOANNIS","Boston University","Not Designated",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",5815,"Faculty Early Career Development (CAREER) Program",603728,"PASCHALIDIS, IOANNIS","2000",91072,"U44553360","0000-0002-3343-2913","PASCHALIDIS, IOANNIS","Boston University","Prestigious",12/6/2024 3:24:46 AM
221,"National Academy of Engineering",7726,"US Frontiers of Engineering Participant",1088863,"Ioannis Ch. Paschalidis","2002",91072,"U44553360","0000-0002-3343-2913","PASCHALIDIS, IOANNIS","Boston University","Not Designated",12/6/2024 3:24:46 AM
3070,"International Federation of Automatic Control",18819,"IFAC Fellow",1563142,"Paschalidis, Ioannis","2023",91072,"U44553360","0000-0002-3343-2913","PASCHALIDIS, IOANNIS","Boston University","Not Designated",12/6/2024 3:24:46 AM
366,"National Science Foundation (NSF)",24845,"National Artificial Intelligence Research Resource (NAIRR) Pilot Program Award",1813874,"Paschalidis, Ioannis","2024",91072,"U44553360","0000-0002-3343-2913","PASCHALIDIS, IOANNIS","Boston University","Not Designated",12/6/2024 3:24:46 AM
